"Path","Platform","Compiled","Cooked","Permutations","Compiletime","CompiledDouble","CookedDouble"
"/Engine/EngineMaterials/DefaultLightFunctionMaterial.DefaultLightFunctionMaterial","0","17","17","1","12.385258","0","0"
"/Engine/EngineMaterials/DefaultDeferredDecalMaterial.DefaultDeferredDecalMaterial","0","115","115","1","158.854233","0","0"
"/Engine/EngineMaterials/WorldGridMaterial.WorldGridMaterial","0","847","871","1","635.290222","0","0"
"/Engine/EngineMaterials/DefaultTextMaterialOpaque.DefaultTextMaterialOpaque","0","33","35","1","26.386887","0","0"
"/Game/Assets/Characters/Mannequin/Character/Materials/M_Male_Body.M_Male_Body","0","140","152","2","98.712227","0","0"
"/Game/LSS_LoadingScreenSystem/UI/Materials/M_GradientBorder_TopBottom.M_GradientBorder_TopBottom","0","15","15","1","8.640707","0","0"
"/Game/LSS_LoadingScreenSystem/Materials/M_UMG_Font.M_UMG_Font","0","9","9","1","4.863070","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_UI_TabEsc.M_UI_TabEsc","0","28","30","1","15.577348","0","0"
"/Game/LSS_LoadingScreenSystem/UI/Materials/M_GradientBorder_B.M_GradientBorder_B","0","15","15","1","8.011554","0","0"
"/Game/LSS_LoadingScreenSystem/UI/Materials/M_GradientBorder_Reverse.M_GradientBorder_Reverse","0","15","15","1","8.439465","0","0"
"","0","1","0","1","0.000000","3","0"
"/Game/FXVarietyPack/Materials/M_ky_aura9.M_ky_aura9","0","80","80","2","68.829254","0","0"
"/Game/Assets/BeachLevel/Landscape/M_landscape_Beach.M_landscape_Beach","0","389","389","9","422.373840","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar.M_ky_polar","0","144","144","4","134.566513","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare_flash.M_ky_flare_flash","0","64","64","2","75.641663","0","0"
"/Game/FXVarietyPack/Materials/M_ky_smoke01.M_ky_smoke01","0","48","48","2","56.343365","0","0"
"/Game/Stylized_Forest/Materials/trees/M_tree_bark.M_tree_bark","0","176","180","2","161.619247","0","0"
"/Game/Stylized_Forest/Materials/trees/M_log_stump.M_log_stump","0","84","84","2","95.303268","0","0"
"/Game/Stylized_Forest/Materials/trees/M_foliage.M_foliage","0","184","192","2","194.515625","0","0"
"/Game/Stylized_Forest/Materials/plants/M_plants.M_plants","0","276","288","3","278.710693","0","0"
"/Game/Assets/EnvironmentAssets/Train/Train.Train","0","12","12","1","14.111561","0","0"
"/Game/Assets/EnvironmentAssets/Train/Cart.Cart","0","12","12","1","15.177081","0","0"
"/Engine/EditorMaterials/PreviewShadowIndicatorMaterial.PreviewShadowIndicatorMaterial","0","17","17","1","12.385286","0","0"
"/Engine/EngineDebugMaterials/DebugEditorMaterial.DebugEditorMaterial","0","7","8","1","6.662041","0","0"
"/Game/StarterContent/Blueprints/Assets/M_LightStage_Skybox_Master.M_LightStage_Skybox_Master","0","4","4","2","4.087437","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Effects/AnimGridFloor/Materials/M_AnimGridFloor.M_AnimGridFloor","0","164","164","2","167.201050","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/MannequinMaterials/Materials/Mannequin/M_Mannequin_Body.M_Mannequin_Body","0","490","532","7","349.044006","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Mannequin/Character/Materials/M_UE4Man_Body.M_UE4Man_Body","0","140","152","2","105.686066","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","63","3","66.470016","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_Glass.M_Glass","0","80","80","2","116.812225","0","0"
"/Game/FXVarietyPack/Materials/M_ky_vortex04_4x4.M_ky_vortex04_4x4","0","72","72","2","62.662376","0","0"
"/Game/FXVarietyPack/Materials/M_ky_storm01.M_ky_storm01","0","180","180","4","150.780243","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base.M_ky_base","0","64","64","2","59.760452","0","0"
"/Game/FXVarietyPack/Materials/M_ky_flare01_primitive.M_ky_flare01_primitive","0","120","120","3","103.791809","0","0"
"/Game/FXVarietyPack/Materials/M_ky_starDust.M_ky_starDust","0","180","192","3","153.908295","0","0"
"/Game/FXVarietyPack/Materials/M_ky_base_anime.M_ky_base_anime","0","64","64","2","59.418381","0","0"
"/Game/FXVarietyPack/Materials/M_ky_auraWall02.M_ky_auraWall02","0","72","72","2","61.708546","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive_dyn2.M_ky_primitive_dyn2","0","90","90","2","67.932167","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoWallPattern.M_DemoWallPattern","0","63","63","3","61.928699","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_Glass.M_Glass","0","40","40","1","42.959770","0","0"
"/Game/FXVarietyPack/Materials/M_ky_shockWave03_4x4.M_ky_shockWave03_4x4","0","80","80","2","54.304790","0","0"
"/Engine/EngineSky/M_Sky_Panning_Clouds2.M_Sky_Panning_Clouds2","0","2","2","1","2.028310","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Posterize.PPM_TS_Posterize","0","4","4","1","2.365830","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Pixelize.PPM_TS_Pixelize","0","4","4","1","1.935268","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkAndPaper.PPM_TS_InkAndPaper","0","4","4","1","2.570270","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkOnly.PPM_TS_InkOnly","0","4","4","1","2.207882","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Halftone.PPM_TS_Halftone","0","4","4","1","2.030017","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_FakeLighting.PPM_TS_FakeLighting","0","4","4","1","2.115901","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Crosshatch.PPM_TS_Crosshatch","0","4","4","1","1.929476","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/M_smoke_subUV_blackbody.M_smoke_subUV_blackbody","0","24","24","1","20.580959","0","0"
"/Engine/Tutorial/SubEditors/TutorialAssets/Character/TutorialTPP_Mat.TutorialTPP_Mat","0","24","24","1","20.857038","0","0"
"/Engine/EngineMeshes/M_Mat_UnrealTech.M_Mat_UnrealTech","0","21","21","1","22.349415","0","0"
"/Engine/EditorMaterials/MatineeCam_mat.MatineeCam_mat","0","21","21","1","21.650000","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_ToonShader.PPM_TS_ToonShader","0","4","4","1","2.668971","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_ToonShader_CustomDepth.PPM_TS_ToonShader_CustomDepth","0","4","4","1","2.851190","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Pixelize_CustomDepth.PPM_TS_Pixelize_CustomDepth","0","4","4","1","3.188437","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkOnly_CustomDepth.PPM_TS_InkOnly_CustomDepth","0","4","4","1","3.582585","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_InkAndPaper_CustomDepth.PPM_TS_InkAndPaper_CustomDepth","0","4","4","1","3.641790","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Halftone_CustomDepth.PPM_TS_Halftone_CustomDepth","0","4","4","1","2.694548","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_FakeLighting_CustomDepth.PPM_TS_FakeLighting_CustomDepth","0","4","4","1","2.456305","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_Posterize_CustomDepth.PPM_TS_Posterize_CustomDepth","0","4","4","1","2.099955","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_SkinBall.M_SkinBall","0","21","21","1","24.807268","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_GreyBall.M_GreyBall","0","21","21","1","26.162704","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ColorGrid.M_ColorGrid","0","21","21","1","27.330275","0","0"
"/Engine/ArtTools/RenderToTexture/Materials/Debug/M_50percent_BaseColor.M_50percent_BaseColor","0","33","33","1","37.845184","0","0"
"/Engine/MapTemplates/Materials/BasicAsset02.BasicAsset02","0","21","21","1","27.907408","0","0"
"/Game/TS_PostProcess/PostProcess/PPM_TS_BrightnessClamper.PPM_TS_BrightnessClamper","0","4","4","1","3.034185","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoatBlack.M_ClearCoatBlack","0","21","21","1","27.568407","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ClearCoat.M_ClearCoat","0","21","21","1","29.031239","0","0"
"/Engine/EditorMeshes/ColorCalibrator/M_ChromeBall.M_ChromeBall","0","33","33","1","40.774128","0","0"
"/Game/Stylized_Forest/Materials/stones/M_stone.M_stone","0","42","42","1","41.689800","0","0"
"/Game/Stylized_Forest/Materials/stones/M_stone_cliff.M_stone_cliff","0","42","42","1","39.472740","0","0"
"/Game/StylizedWaterShader/Materials/M_Water.M_Water","0","78","80","1","631.197571","0","0"
"/Game/StylizedWaterShader/Materials/M_BasicBuoyancyTest.M_BasicBuoyancyTest","0","29","30","1","20.459328","0","0"
"/Game/StylizedWaterShader/Materials/M_BasicMaterial.M_BasicMaterial","0","12","12","1","11.491530","0","0"
"/Game/StylizedWaterShader/Materials/M_Caustics.M_Caustics","0","31","31","1","32.736015","0","0"
"/Game/StylizedWaterShader/Materials/M_UnderWaterEffectPostProcessing.M_UnderWaterEffectPostProcessing","0","4","4","1","1.957922","0","0"
"/Engine/BasicShapes/BasicShapeMaterial.BasicShapeMaterial","0","63","63","1","54.192642","0","0"
"/Game/StarterContent/Materials/M_Basic_Wall.M_Basic_Wall","0","21","21","1","22.362516","0","0"
"/Game/StarterContent/Props/Materials/M_Frame.M_Frame","0","21","21","1","24.675514","0","0"
"/Game/StarterContent/Materials/M_Glass.M_Glass","0","42","42","1","146.787094","0","0"
"/Game/StarterContent/Particles/Materials/M_Dust_Particle.M_Dust_Particle","0","112","112","1","141.200974","0","0"
"/Game/StarterContent/Materials/M_Wood_Walnut.M_Wood_Walnut","0","21","21","1","21.259367","0","0"
"/Game/StarterContent/Materials/M_Wood_Pine.M_Wood_Pine","0","21","21","1","21.791595","0","0"
"/Game/StarterContent/Materials/M_Wood_Oak.M_Wood_Oak","0","21","21","1","20.675348","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Worn.M_Wood_Floor_Walnut_Worn","0","21","21","1","19.982635","0","0"
"/Game/StarterContent/Materials/M_Wood_Floor_Walnut_Polished.M_Wood_Floor_Walnut_Polished","0","21","21","1","20.251568","0","0"
"/Game/StarterContent/Materials/M_Water_Ocean.M_Water_Ocean","0","21","21","1","21.962330","0","0"
"/Game/StarterContent/Materials/M_Water_Lake.M_Water_Lake","0","21","21","1","22.336803","0","0"
"/Game/StarterContent/Materials/M_Tech_Panel.M_Tech_Panel","0","21","21","1","20.150091","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile_Pulse.M_Tech_Hex_Tile_Pulse","0","21","21","1","19.306908","0","0"
"/Game/StarterContent/Materials/M_Tech_Hex_Tile.M_Tech_Hex_Tile","0","21","21","1","20.237080","0","0"
"/Game/StarterContent/Materials/M_Tech_Checker_Dot.M_Tech_Checker_Dot","0","21","21","1","20.798491","0","0"
"/Game/StarterContent/Materials/M_Rock_Slate.M_Rock_Slate","0","21","21","1","23.161879","0","0"
"/Game/StarterContent/Materials/M_Rock_Sandstone.M_Rock_Sandstone","0","21","21","1","21.241680","0","0"
"/Game/StarterContent/Materials/M_Rock_Marble_Polished.M_Rock_Marble_Polished","0","21","21","1","23.683702","0","0"
"/Game/StarterContent/Materials/M_Rock_Basalt.M_Rock_Basalt","0","21","21","1","22.433357","0","0"
"/Game/StarterContent/Materials/M_Metal_Steel.M_Metal_Steel","0","21","21","1","22.167658","0","0"
"/Game/StarterContent/Materials/M_Metal_Rust.M_Metal_Rust","0","21","21","1","22.900637","0","0"
"/Game/StarterContent/Materials/M_Metal_Gold.M_Metal_Gold","0","21","21","1","23.376345","0","0"
"/Game/StarterContent/Materials/M_Metal_Chrome.M_Metal_Chrome","0","21","21","1","23.505960","0","0"
"/Game/StarterContent/Materials/M_Ground_Moss.M_Ground_Moss","0","21","21","1","27.106981","0","0"
"/Game/StarterContent/Materials/M_Ground_Gravel.M_Ground_Gravel","0","21","21","1","24.999420","0","0"
"/Game/StarterContent/Materials/M_Ground_Grass.M_Ground_Grass","0","21","21","1","27.732237","0","0"
"/Game/StarterContent/Materials/M_Concrete_Tiles.M_Concrete_Tiles","0","21","21","1","29.169920","0","0"
"/Game/StarterContent/Materials/M_Concrete_Poured.M_Concrete_Poured","0","21","21","1","27.857479","0","0"
"/Game/StarterContent/Materials/M_Concrete_Panels.M_Concrete_Panels","0","21","21","1","29.437775","0","0"
"/Game/StarterContent/Materials/M_Concrete_Grime.M_Concrete_Grime","0","21","21","1","28.496599","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Smooth.M_CobbleStone_Smooth","0","21","21","1","35.559860","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Rough.M_CobbleStone_Rough","0","21","21","1","33.604195","0","0"
"/Game/StarterContent/Materials/M_CobbleStone_Pebble.M_CobbleStone_Pebble","0","21","21","1","26.014282","0","0"
"/Game/StarterContent/Materials/M_Ceramic_Tile_Checker.M_Ceramic_Tile_Checker","0","21","21","1","24.345278","0","0"
"/Game/LSS_LoadingScreenSystem/Materials/M_LSS_Example_Glow.M_LSS_Example_Glow","0","21","21","1","21.735792","0","0"
"/Game/Assets/BeachLevel/Landscape/Mat_Sand.Mat_Sand","0","12","12","1","12.125443","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV01.M_ky_subUV01","0","40","40","1","27.501644","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/Fonts/M_DefaultTextMaterialOpaque.M_DefaultTextMaterialOpaque","0","33","35","1","23.934484","0","0"
"/Game/FXVarietyPack/Materials/M_ky_polar_primitive.M_ky_polar_primitive","0","32","32","1","24.588806","0","0"
"/Game/FXVarietyPack/Materials/M_ky_waterDust02.M_ky_waterDust02","0","24","24","1","17.876329","0","0"
"/Game/FXVarietyPack/EpicContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","26","27","1","23.620007","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Chicken.Chicken","0","21","21","1","19.786304","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet_long.Carpet_long","0","21","21","1","20.679430","0","0"
"/Game/Assets/Materials/GrayboxWood.GrayboxWood","0","12","12","1","11.276495","0","0"
"/Game/Assets/ManorLevel/Props/SpiralStairs/Material__25.Material__25","0","12","12","1","10.887560","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_7.M_Appearance_7","0","46","48","1","44.485439","0","0"
"/Game/FXVarietyPack/Materials/M_ky_thunderForBeam.M_ky_thunderForBeam","0","32","32","1","23.232098","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/SpaceshooterMinigame/Materials/M_Radial_Gradient.M_Radial_Gradient","0","24","24","1","18.175554","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/SpaceshooterMinigame/Materials/M_LightTube.M_LightTube","0","2","2","1","1.474268","0","2"
"/Game/FXVarietyPack/Materials/M_ky_dynDust.M_ky_dynDust","0","40","40","1","30.798651","0","0"
"/Game/FXVarietyPack/Materials/M_ky_laser01.M_ky_laser01","0","40","40","1","33.484398","0","0"
"/Game/FXVarietyPack/Materials/M_ky_primitive.M_ky_primitive","0","75","80","1","86.441170","0","0"
"/Game/Assets/BeachLevel/Prop/CarnivalBooths/Material__CarnivalBooth02.Material__CarnivalBooth02","0","46","48","1","61.099678","0","0"
"/Game/Assets/Characters/Shades/Bipolar/Material_BipolarShade.Material_BipolarShade","0","24","24","1","31.835804","0","0"
"/Game/FXVarietyPack/Materials/M_ky_stormDeco01.M_ky_stormDeco01","0","50","50","1","60.954010","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_6.M_Appearance_6","0","46","48","1","73.629913","0","0"
"/Game/Assets/EnvironmentAssets/Prototyping/Mat_Canvas_Transparent.Mat_Canvas_Transparent","0","33","35","1","36.158268","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/SpaceshooterMinigame/Materials/M_DefaultTextMaterialTranslucentUnlit.M_DefaultTextMaterialTranslucentUnlit","0","30","30","1","38.452530","0","30"
"/Game/FXVarietyPack/Materials/M_ky_base_turbulence.M_ky_base_turbulence","0","40","40","1","30.243288","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_1.M_Appearance_1","0","46","48","1","45.121361","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_19.M_Appearance_19","0","46","48","1","37.538200","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_18.M_Appearance_18","0","46","48","1","43.164898","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Carpet.Carpet","0","21","21","1","21.075718","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_opened.Book_opened","0","21","21","1","20.873692","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV03.M_ky_subUV03","0","32","32","1","23.929419","0","0"
"/Game/Assets/Materials/ShadeGoop.ShadeGoop","0","98","98","1","61.413635","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/StarterContent/Particles/Materials/M_Radial_Gradient.M_Radial_Gradient","0","32","32","1","25.184278","0","32"
"/Game/Assets/Characters/NPCs/BeachLevel_Snails/Material_Snail01.Material_Snail01","0","33","33","1","39.226658","0","0"
"/Game/Assets/Characters/NPCs/Conductor/Mat_Conductor_Face.Mat_Conductor_Face","0","64","68","1","64.267723","0","0"
"/Game/StarterContent/Materials/M_Brick_Hewn_Stone.M_Brick_Hewn_Stone","0","21","21","1","30.647860","0","0"
"/Game/StarterContent/Materials/M_Brick_Cut_Stone.M_Brick_Cut_Stone","0","21","21","1","36.908947","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_DemoRoomTiles.M_DemoRoomTiles","0","33","33","1","54.783810","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_2.M_Appearance_2","0","42","43","1","56.863979","0","0"
"/Game/FXVarietyPack/Materials/M_ky_subUV_dynRGB.M_ky_subUV_dynRGB","0","32","32","1","26.521482","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_9_Mobile.M_Appearance_9_Mobile","0","46","48","1","49.421005","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Pie.Pie","0","21","21","1","24.772141","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_2.Wall_round_2","0","21","21","1","24.581938","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Window_1_glass.Window_1_glass","0","21","21","1","25.438210","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Materials/M_Toy_Cow.M_Toy_Cow","0","21","21","1","21.546741","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_closed.Book_closed","0","21","21","1","23.085524","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_2.Wall_1_2","0","21","21","1","25.732637","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_6.Book_6","0","21","21","1","22.125399","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_17.M_Appearance_17","0","46","48","1","41.425816","0","0"
"/Game/Assets/Characters/NPCs/BeachLevel_Snails/Material_Snail02.Material_Snail02","0","33","33","1","29.948883","0","0"
"/Game/Assets/BeachLevel/Prop/Bench/Material__Bench.Material__Bench","0","21","21","1","20.847528","0","0"
"/Game/StarterContent/Materials/M_Brick_Clay_Old.M_Brick_Clay_Old","0","21","21","1","24.755529","0","0"
"/Game/StarterContent/Props/Materials/M_Door.M_Door","0","21","21","1","26.597338","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_2.Book_2","0","21","21","1","29.310503","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Ambry.Ambry","0","21","21","1","27.773636","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_15_Mobile.M_Appearance_15_Mobile","0","46","48","1","61.366673","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/StarterContent/Props/Materials/M_Statue.M_Statue","0","21","21","1","31.897306","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Shelf.Shelf","0","21","21","1","36.112095","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Scrolls.Scrolls","0","46","48","1","56.323387","0","0"
"/Game/Assets/Props/BasicGeometry/Meshes/Sand_Material.Sand_Material","0","12","12","1","14.081278","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Wall_1_4.Wall_1_4","0","21","21","1","26.622320","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_16.M_Appearance_16","0","46","48","1","47.306057","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_5.M_Appearance_5","0","46","48","1","58.499771","0","0"
"/Game/Assets/Characters/Shades/Boss_Astraphobia/Animation/Material1.Material1","0","24","24","1","30.315071","0","0"
"/Game/Assets/Materials/Highlight_Material.Highlight_Material","0","4","4","1","5.589092","0","0"
"/Game/StarterContent/Props/Materials/M_MaterialSphere_Plain.M_MaterialSphere_Plain","0","12","12","1","16.052898","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_13_Mobile.M_Appearance_13_Mobile","0","46","48","1","54.862587","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Book_5.Book_5","0","21","21","1","28.777376","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Chest.Chest","0","21","21","1","26.290775","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_8_Mobile.M_Appearance_8_Mobile","0","46","48","1","51.423176","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_6_Mobile.M_Appearance_6_Mobile","0","46","48","1","59.252029","0","0"
"/Game/Assets/BeachLevel/Prop/Stairs/Material__Stairs.Material__Stairs","0","21","21","1","23.626156","0","0"
"/Game/Assets/Characters/Shades/LingeringIssues/Mat_Shade_LingeringIssues.Mat_Shade_LingeringIssues","0","24","24","1","28.028248","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Lab_stuff_1.Lab_stuff_1","0","21","21","1","23.632000","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Pillars.Pillars","0","21","21","1","28.905071","0","0"
"/Game/AlchemistsHouse/Assets/Particles/Dust_mat.Dust_mat","0","24","24","1","29.524921","0","0"
"/Game/FXVarietyPack/Materials/M_ky_dust01_4x4.M_ky_dust01_4x4","0","24","24","1","22.905256","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Fireplace.Fireplace","0","21","21","1","23.615973","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Plant.Plant","0","46","48","1","40.136505","0","0"
"/Game/Assets/BeachLevel/Props/PierSign/Material__PierSign.Material__PierSign","0","21","21","1","25.539734","0","0"
"/Game/Assets/BeachLevel/Prop/TicketBooth/Material__TicketBooth.Material__TicketBooth","0","46","48","1","39.172619","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Standart/M_Appearance_11.M_Appearance_11","0","46","48","1","42.768349","0","0"
"/Game/StarterContent/Materials/M_Metal_Copper.M_Metal_Copper","0","21","21","1","23.256598","0","21"
"/Game/AlchemistsHouse/Assets/Materials/Wall_round_3.Wall_round_3","0","21","21","1","22.066845","0","0"
"/Game/Assets/Characters/Palette/Textures/Mat_Palette_Body.Mat_Palette_Body","0","24","24","1","21.577076","0","0"
"/Game/LSS_LoadingScreenSystem/DemoContent/Effects/Materials/M_square_ramp.M_square_ramp","0","40","40","1","27.794960","0","0"
"/Game/AlchemistsHouse/Assets/Materials/bookcase.Bookcase","0","21","21","1","21.237194","0","0"
"/Game/AlchemistsHouse/Assets/Materials/Celling_2.Celling_2","0","21","21","1","24.612286","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_11_Mobile.M_Appearance_11_Mobile","0","46","48","1","68.176216","0","0"
"/Game/Character_Appearance_Dissolve/Materials/Mobile/M_Appearance_3_Mobile.M_Appearance_3_Mobile","0","42","43","1","62.703903","0","0"
